,Date,Hour,Gas+East,Gas+Ottawa,Oil+East,Solar+East,Water+East,Wind+East
2015-01-01 0:00,2015-01-01,1,374,75,1575,0,1709,200
2015-01-01 1:00,2015-01-01,2,374,75,1575,0,1709,229
2015-01-01 2:00,2015-01-01,3,374,75,1575,0,1709,231
2015-01-01 3:00,2015-01-01,4,374,75,1575,0,1709,232
2015-01-01 4:00,2015-01-01,5,374,75,1575,0,1709,229
2015-01-01 5:00,2015-01-01,6,374,75,1575,0,1709,234
2015-01-01 6:00,2015-01-01,7,374,75,1575,0,1709,236
2015-01-01 7:00,2015-01-01,8,374,75,1575,0,1709,232
2015-01-01 8:00,2015-01-01,9,374,75,1575,0,1709,235
2015-01-01 9:00,2015-01-01,10,374,75,1575,0,1967,238
2015-01-01 10:00,2015-01-01,11,374,75,1575,0,1967,236
2015-01-01 11:00,2015-01-01,12,374,75,1575,0,1967,234
2015-01-01 12:00,2015-01-01,13,374,75,1575,0,1967,237
2015-01-01 13:00,2015-01-01,14,374,75,1575,0,1967,237
2015-01-01 14:00,2015-01-01,15,374,75,1575,0,1967,238
2015-01-01 15:00,2015-01-01,16,374,75,1575,0,1967,238
2015-01-01 16:00,2015-01-01,17,374,75,1575,0,1967,237
2015-01-01 17:00,2015-01-01,18,374,75,1575,0,1967,241
2015-01-01 18:00,2015-01-01,19,374,75,1575,0,1967,240
2015-01-01 19:00,2015-01-01,20,374,75,1575,0,1967,238
2015-01-01 20:00,2015-01-01,21,374,75,1575,0,1967,237
2015-01-01 21:00,2015-01-01,22,374,75,1575,0,1967,236
2015-01-01 22:00,2015-01-01,23,374,75,1575,0,1967,229
2015-01-01 23:00,2015-01-01,24,374,75,1575,0,1967,214
2015-01-02 0:00,2015-01-02,1,374,75,1575,0,1709,208
2015-01-02 1:00,2015-01-02,2,374,75,1575,0,1709,204
2015-01-02 2:00,2015-01-02,3,374,75,1575,0,1709,199
2015-01-02 3:00,2015-01-02,4,374,75,1575,0,1709,139
2015-01-02 4:00,2015-01-02,5,374,75,1575,0,1709,122
2015-01-02 5:00,2015-01-02,6,374,75,1575,0,1709,109
2015-01-02 6:00,2015-01-02,7,374,75,1575,0,1709,61
2015-01-02 7:00,2015-01-02,8,374,75,1575,0,1805,55
2015-01-02 8:00,2015-01-02,9,374,75,1575,0,1805,44
2015-01-02 9:00,2015-01-02,10,374,75,1575,0,2063,28
2015-01-02 10:00,2015-01-02,11,374,75,1575,0,2063,26
2015-01-02 11:00,2015-01-02,12,374,75,1575,0,2063,23
2015-01-02 12:00,2015-01-02,13,374,75,1575,0,2063,26
2015-01-02 13:00,2015-01-02,14,374,75,1575,0,2063,47
2015-01-02 14:00,2015-01-02,15,374,75,1575,0,2063,54
2015-01-02 15:00,2015-01-02,16,374,75,1575,0,2063,46
2015-01-02 16:00,2015-01-02,17,374,75,1575,0,2063,30
2015-01-02 17:00,2015-01-02,18,374,75,1575,0,2063,18
2015-01-02 18:00,2015-01-02,19,374,75,1575,0,2063,13
2015-01-02 19:00,2015-01-02,20,374,75,1575,0,2063,17
2015-01-02 20:00,2015-01-02,21,374,75,1575,0,2063,26
2015-01-02 21:00,2015-01-02,22,374,75,1575,0,2063,32
2015-01-02 22:00,2015-01-02,23,374,75,1575,0,2063,16
2015-01-02 23:00,2015-01-02,24,374,75,1575,0,1967,6
2015-01-03 0:00,2015-01-03,1,374,75,1575,0,1709,3
2015-01-03 1:00,2015-01-03,2,374,75,1575,0,1709,18
2015-01-03 2:00,2015-01-03,3,374,75,1575,0,1709,23
2015-01-03 3:00,2015-01-03,4,374,75,1575,0,1709,30
2015-01-03 4:00,2015-01-03,5,374,75,1575,0,1709,50
2015-01-03 5:00,2015-01-03,6,374,75,1575,0,1709,56
2015-01-03 6:00,2015-01-03,7,374,75,1575,0,1709,47
2015-01-03 7:00,2015-01-03,8,374,75,1575,0,1709,41
2015-01-03 8:00,2015-01-03,9,374,75,1575,0,1709,40
2015-01-03 9:00,2015-01-03,10,374,75,1575,0,1967,44
2015-01-03 10:00,2015-01-03,11,374,75,1575,0,1967,52
2015-01-03 11:00,2015-01-03,12,374,75,1575,0,1967,61
2015-01-03 12:00,2015-01-03,13,374,75,1575,0,1942,87
2015-01-03 13:00,2015-01-03,14,374,75,1575,0,1942,97
2015-01-03 14:00,2015-01-03,15,374,75,1575,0,1942,85
2015-01-03 15:00,2015-01-03,16,374,75,1575,0,1967,88
2015-01-03 16:00,2015-01-03,17,374,75,1575,0,1967,110
2015-01-03 17:00,2015-01-03,18,374,75,1575,0,1967,110
2015-01-03 18:00,2015-01-03,19,374,75,1575,0,1967,69
2015-01-03 19:00,2015-01-03,20,374,75,1575,0,1967,64
2015-01-03 20:00,2015-01-03,21,374,75,1575,0,1967,65
2015-01-03 21:00,2015-01-03,22,374,75,1575,0,1967,103
2015-01-03 22:00,2015-01-03,23,374,75,1575,0,1967,122
2015-01-03 23:00,2015-01-03,24,374,75,1575,0,1967,116
2015-01-04 0:00,2015-01-04,1,374,75,1575,0,1709,40
2015-01-04 1:00,2015-01-04,2,374,75,1575,0,1709,21
2015-01-04 2:00,2015-01-04,3,374,75,1575,0,1709,16
2015-01-04 3:00,2015-01-04,4,374,75,1575,0,1709,12
2015-01-04 4:00,2015-01-04,5,374,75,1575,0,1709,16
2015-01-04 5:00,2015-01-04,6,374,75,1575,0,1709,35
2015-01-04 6:00,2015-01-04,7,374,75,1575,0,1709,25
2015-01-04 7:00,2015-01-04,8,374,75,1575,0,1967,15
2015-01-04 8:00,2015-01-04,9,374,75,1575,0,1967,13
2015-01-04 9:00,2015-01-04,10,374,75,1575,0,1967,14
2015-01-04 10:00,2015-01-04,11,374,75,1575,0,1967,14
2015-01-04 11:00,2015-01-04,12,374,75,1575,0,1946,8
2015-01-04 12:00,2015-01-04,13,374,75,1575,0,1967,21
2015-01-04 13:00,2015-01-04,14,374,75,1575,0,1967,193
2015-01-04 14:00,2015-01-04,15,374,75,1575,0,1967,199
2015-01-04 15:00,2015-01-04,16,374,75,1575,0,1967,203
2015-01-04 16:00,2015-01-04,17,374,75,1575,0,1967,209
2015-01-04 17:00,2015-01-04,18,374,75,1575,0,1967,217
2015-01-04 18:00,2015-01-04,19,374,75,1575,0,1967,219
2015-01-04 19:00,2015-01-04,20,374,75,1575,0,1967,218
2015-01-04 20:00,2015-01-04,21,374,75,1575,0,1946,214
2015-01-04 21:00,2015-01-04,22,374,75,1575,0,1946,216
2015-01-04 22:00,2015-01-04,23,374,75,1575,0,1967,212
2015-01-04 23:00,2015-01-04,24,374,75,1575,0,1967,203
2015-01-05 0:00,2015-01-05,1,374,75,1575,0,1967,158
2015-01-05 1:00,2015-01-05,2,374,75,1575,0,1967,141
2015-01-05 2:00,2015-01-05,3,374,75,1575,0,1967,204
2015-01-05 3:00,2015-01-05,4,374,75,1575,0,1967,210
2015-01-05 4:00,2015-01-05,5,374,75,1575,0,1903,210
2015-01-05 5:00,2015-01-05,6,374,75,1575,0,1903,211
2015-01-05 6:00,2015-01-05,7,374,75,1575,0,1903,210
2015-01-05 7:00,2015-01-05,8,374,75,1575,0,1999,200
2015-01-05 8:00,2015-01-05,9,374,75,1575,0,1999,194
2015-01-05 9:00,2015-01-05,10,374,75,1575,0,1999,185
2015-01-05 10:00,2015-01-05,11,374,75,1575,0,2002,182
2015-01-05 11:00,2015-01-05,12,374,75,1575,0,2002,170
2015-01-05 12:00,2015-01-05,13,374,75,1575,0,2002,187
2015-01-05 13:00,2015-01-05,14,374,75,1575,0,2002,192
2015-01-05 14:00,2015-01-05,15,374,75,1575,0,1979,185
2015-01-05 15:00,2015-01-05,16,374,75,1575,0,1979,152
2015-01-05 16:00,2015-01-05,17,374,75,1575,0,1883,165
2015-01-05 17:00,2015-01-05,18,374,75,1575,0,1883,146
2015-01-05 18:00,2015-01-05,19,374,75,1575,0,1883,114
2015-01-05 19:00,2015-01-05,20,374,75,1575,0,1883,88
2015-01-05 20:00,2015-01-05,21,374,75,1575,0,1883,89
2015-01-05 21:00,2015-01-05,22,374,75,1575,0,1883,98
2015-01-05 22:00,2015-01-05,23,374,75,1575,0,1883,110
2015-01-05 23:00,2015-01-05,24,374,75,1575,0,1883,123
2015-01-06 0:00,2015-01-06,1,374,75,1575,0,1883,119
2015-01-06 1:00,2015-01-06,2,374,75,1575,0,1883,96
2015-01-06 2:00,2015-01-06,3,374,75,1575,0,1883,65
2015-01-06 3:00,2015-01-06,4,374,75,1575,0,1883,56
2015-01-06 4:00,2015-01-06,5,374,75,1575,0,1883,31
2015-01-06 5:00,2015-01-06,6,374,75,1575,0,1625,17
2015-01-06 6:00,2015-01-06,7,374,75,1575,0,1625,9
2015-01-06 7:00,2015-01-06,8,374,75,1575,0,1562,3
2015-01-06 8:00,2015-01-06,9,374,75,1575,0,1562,3
2015-01-06 9:00,2015-01-06,10,374,75,1575,0,1562,16
2015-01-06 10:00,2015-01-06,11,374,75,1575,0,1562,12
2015-01-06 11:00,2015-01-06,12,374,75,1575,0,1562,22
2015-01-06 12:00,2015-01-06,13,374,75,1575,0,1585,27
2015-01-06 13:00,2015-01-06,14,374,75,1575,0,1585,37
2015-01-06 14:00,2015-01-06,15,374,75,1575,0,1585,51
2015-01-06 15:00,2015-01-06,16,374,75,1575,0,1648,86
2015-01-06 16:00,2015-01-06,17,374,75,1575,0,1648,161
2015-01-06 17:00,2015-01-06,18,374,75,1575,0,1648,121
2015-01-06 18:00,2015-01-06,19,374,75,1575,0,1648,95
2015-01-06 19:00,2015-01-06,20,374,75,1575,0,1648,156
2015-01-06 20:00,2015-01-06,21,374,75,1575,0,1648,192
2015-01-06 21:00,2015-01-06,22,374,75,1575,0,1648,173
2015-01-06 22:00,2015-01-06,23,374,75,1575,0,1648,176
2015-01-06 23:00,2015-01-06,24,374,75,1575,0,1648,169
2015-01-07 0:00,2015-01-07,1,284,75,1575,0,1648,161
2015-01-07 1:00,2015-01-07,2,284,0,1575,0,1648,203
2015-01-07 2:00,2015-01-07,3,284,0,1575,0,1648,190
2015-01-07 3:00,2015-01-07,4,284,0,1575,0,1648,197
2015-01-07 4:00,2015-01-07,5,284,0,1575,0,1648,213
2015-01-07 5:00,2015-01-07,6,284,75,1575,0,1648,223
2015-01-07 6:00,2015-01-07,7,374,75,1575,0,1648,227
2015-01-07 7:00,2015-01-07,8,374,75,1575,0,1581,205
2015-01-07 8:00,2015-01-07,9,374,75,1575,0,1581,200
2015-01-07 9:00,2015-01-07,10,374,75,1575,0,1581,215
2015-01-07 10:00,2015-01-07,11,374,75,1575,0,1581,142
2015-01-07 11:00,2015-01-07,12,374,75,1575,0,1516,124
2015-01-07 12:00,2015-01-07,13,374,75,1575,0,1516,114
2015-01-07 13:00,2015-01-07,14,374,75,1575,0,1516,115
2015-01-07 14:00,2015-01-07,15,374,75,1575,0,1581,129
2015-01-07 15:00,2015-01-07,16,374,75,1575,0,1648,120
2015-01-07 16:00,2015-01-07,17,374,75,1575,0,1648,129
2015-01-07 17:00,2015-01-07,18,374,75,1575,0,1648,122
2015-01-07 18:00,2015-01-07,19,374,75,1575,0,1648,125
2015-01-07 19:00,2015-01-07,20,374,75,1575,0,1648,100
2015-01-07 20:00,2015-01-07,21,374,75,1575,0,1626,94
2015-01-07 21:00,2015-01-07,22,374,31,1575,0,1626,104
2015-01-07 22:00,2015-01-07,23,374,31,1575,0,1583,102
2015-01-07 23:00,2015-01-07,24,374,31,1575,0,1583,89
2015-01-08 0:00,2015-01-08,1,234,31,1575,0,1648,49
2015-01-08 1:00,2015-01-08,2,234,57,1575,0,1648,55
2015-01-08 2:00,2015-01-08,3,234,57,1575,0,1648,52
2015-01-08 3:00,2015-01-08,4,234,57,1575,0,1648,50
2015-01-08 4:00,2015-01-08,5,234,57,1575,0,1648,45
2015-01-08 5:00,2015-01-08,6,234,57,1575,0,1648,46
2015-01-08 6:00,2015-01-08,7,234,57,1575,0,1390,81
2015-01-08 7:00,2015-01-08,8,374,57,1575,0,1275,204
2015-01-08 8:00,2015-01-08,9,374,57,1575,0,1275,221
2015-01-08 9:00,2015-01-08,10,374,57,1575,0,1275,211
2015-01-08 10:00,2015-01-08,11,374,75,1575,0,1275,223
2015-01-08 11:00,2015-01-08,12,374,75,1575,0,1275,228
2015-01-08 12:00,2015-01-08,13,374,75,1575,0,1275,226
2015-01-08 13:00,2015-01-08,14,374,75,1575,0,1275,224
2015-01-08 14:00,2015-01-08,15,374,75,1575,0,1275,227
2015-01-08 15:00,2015-01-08,16,374,75,1575,0,1278,213
2015-01-08 16:00,2015-01-08,17,374,75,1575,0,1345,206
2015-01-08 17:00,2015-01-08,18,374,75,1575,0,1345,200
2015-01-08 18:00,2015-01-08,19,374,75,1575,0,1345,191
2015-01-08 19:00,2015-01-08,20,374,75,1575,0,1345,197
2015-01-08 20:00,2015-01-08,21,374,75,1575,0,1345,208
2015-01-08 21:00,2015-01-08,22,374,75,1575,0,1345,209
2015-01-08 22:00,2015-01-08,23,374,75,1575,0,1323,209
2015-01-08 23:00,2015-01-08,24,374,75,1575,0,1371,216
2015-01-09 0:00,2015-01-09,1,234,75,1575,0,1372,210
2015-01-09 1:00,2015-01-09,2,234,75,1575,0,1372,207
2015-01-09 2:00,2015-01-09,3,234,75,1575,0,1393,207
2015-01-09 3:00,2015-01-09,4,234,75,1575,0,1393,203
2015-01-09 4:00,2015-01-09,5,234,75,1575,0,1393,198
2015-01-09 5:00,2015-01-09,6,234,75,1575,0,1393,201
2015-01-09 6:00,2015-01-09,7,234,75,1575,0,1586,175
2015-01-09 7:00,2015-01-09,8,374,75,1575,0,1682,150
2015-01-09 8:00,2015-01-09,9,374,75,1575,0,1682,198
2015-01-09 9:00,2015-01-09,10,374,75,1575,0,1682,203
2015-01-09 10:00,2015-01-09,11,374,75,1575,0,1682,224
2015-01-09 11:00,2015-01-09,12,374,75,1575,0,1682,208
2015-01-09 12:00,2015-01-09,13,374,75,1575,0,1682,184
2015-01-09 13:00,2015-01-09,14,374,75,1575,0,1682,158
2015-01-09 14:00,2015-01-09,15,374,75,1575,0,1747,146
2015-01-09 15:00,2015-01-09,16,374,75,1575,0,1747,180
2015-01-09 16:00,2015-01-09,17,374,75,1575,0,1747,179
2015-01-09 17:00,2015-01-09,18,374,75,1575,0,1747,171
2015-01-09 18:00,2015-01-09,19,374,75,1575,0,1747,137
2015-01-09 19:00,2015-01-09,20,374,75,1575,0,1747,95
2015-01-09 20:00,2015-01-09,21,374,75,1575,0,1747,90
2015-01-09 21:00,2015-01-09,22,374,75,1575,0,1747,97
2015-01-09 22:00,2015-01-09,23,374,75,1575,0,1747,125
2015-01-09 23:00,2015-01-09,24,234,75,1575,0,1651,153
2015-01-10 0:00,2015-01-10,1,234,75,1575,0,1909,176
2015-01-10 1:00,2015-01-10,2,234,75,1575,0,1909,215
2015-01-10 2:00,2015-01-10,3,234,75,1575,0,1909,225
2015-01-10 3:00,2015-01-10,4,234,75,1575,0,1909,209
2015-01-10 4:00,2015-01-10,5,234,75,1575,0,1909,198
2015-01-10 5:00,2015-01-10,6,234,75,1575,0,1909,199
2015-01-10 6:00,2015-01-10,7,234,75,1575,0,1909,194
2015-01-10 7:00,2015-01-10,8,234,75,1575,0,1909,196
2015-01-10 8:00,2015-01-10,9,234,75,1575,0,1909,197
2015-01-10 9:00,2015-01-10,10,234,75,1575,0,1909,197
2015-01-10 10:00,2015-01-10,11,234,75,1575,0,1909,185
2015-01-10 11:00,2015-01-10,12,234,75,1575,0,1909,173
2015-01-10 12:00,2015-01-10,13,234,75,1575,0,1909,218
2015-01-10 13:00,2015-01-10,14,234,75,1575,0,1909,228
2015-01-10 14:00,2015-01-10,15,234,75,1575,0,1909,234
2015-01-10 15:00,2015-01-10,16,234,75,1575,0,1909,234
2015-01-10 16:00,2015-01-10,17,234,75,1575,0,1909,232
2015-01-10 17:00,2015-01-10,18,234,75,1575,0,1909,223
2015-01-10 18:00,2015-01-10,19,234,75,1575,0,1909,223
2015-01-10 19:00,2015-01-10,20,234,75,1575,0,1909,213
2015-01-10 20:00,2015-01-10,21,234,75,1575,0,1909,190
2015-01-10 21:00,2015-01-10,22,234,75,1575,0,1909,180
2015-01-10 22:00,2015-01-10,23,234,75,1575,0,1909,169
2015-01-10 23:00,2015-01-10,24,234,75,1575,0,1651,144
2015-01-11 0:00,2015-01-11,1,234,75,1575,0,1651,113
2015-01-11 1:00,2015-01-11,2,234,75,1575,0,1651,61
2015-01-11 2:00,2015-01-11,3,234,75,1575,0,1651,70
2015-01-11 3:00,2015-01-11,4,234,75,1575,0,1651,60
2015-01-11 4:00,2015-01-11,5,234,75,1575,0,1651,62
2015-01-11 5:00,2015-01-11,6,234,75,1575,0,1651,41
2015-01-11 6:00,2015-01-11,7,234,75,1575,0,1909,35
2015-01-11 7:00,2015-01-11,8,234,75,1575,0,1909,109
2015-01-11 8:00,2015-01-11,9,234,75,1575,0,1909,163
2015-01-11 9:00,2015-01-11,10,234,75,1575,0,1909,168
2015-01-11 10:00,2015-01-11,11,234,75,1575,0,1909,173
2015-01-11 11:00,2015-01-11,12,234,75,1575,0,1909,197
2015-01-11 12:00,2015-01-11,13,234,75,1575,0,1909,185
2015-01-11 13:00,2015-01-11,14,334,75,1575,0,1909,165
2015-01-11 14:00,2015-01-11,15,234,75,1575,0,1909,151
2015-01-11 15:00,2015-01-11,16,234,75,1575,0,1909,145
2015-01-11 16:00,2015-01-11,17,234,75,1575,0,1909,117
2015-01-11 17:00,2015-01-11,18,234,75,1575,0,1909,68
2015-01-11 18:00,2015-01-11,19,234,75,1575,0,1909,118
2015-01-11 19:00,2015-01-11,20,234,75,1575,0,1909,93
2015-01-11 20:00,2015-01-11,21,374,75,1575,0,1909,88
2015-01-11 21:00,2015-01-11,22,374,75,1575,0,1909,83
2015-01-11 22:00,2015-01-11,23,374,75,1575,0,1909,89
2015-01-11 23:00,2015-01-11,24,374,75,1575,0,1866,83
2015-01-12 0:00,2015-01-12,1,374,75,1575,0,1866,83
2015-01-12 1:00,2015-01-12,2,374,75,1575,0,1887,60
2015-01-12 2:00,2015-01-12,3,374,75,1575,0,1909,146
2015-01-12 3:00,2015-01-12,4,374,75,1575,0,1909,102
2015-01-12 4:00,2015-01-12,5,374,75,1575,0,1909,60
2015-01-12 5:00,2015-01-12,6,374,75,1575,0,1861,61
2015-01-12 6:00,2015-01-12,7,374,75,1575,0,1861,47
2015-01-12 7:00,2015-01-12,8,374,75,1575,0,1861,23
2015-01-12 8:00,2015-01-12,9,374,75,1575,0,1840,8
2015-01-12 9:00,2015-01-12,10,374,75,1575,0,1984,7
2015-01-12 10:00,2015-01-12,11,374,75,1575,0,1984,5
2015-01-12 11:00,2015-01-12,12,374,75,1575,0,1984,10
2015-01-12 12:00,2015-01-12,13,374,75,1575,0,1984,20
2015-01-12 13:00,2015-01-12,14,374,75,1575,0,1984,24
2015-01-12 14:00,2015-01-12,15,374,75,1575,0,1984,28
2015-01-12 15:00,2015-01-12,16,374,75,1575,0,1984,35
2015-01-12 16:00,2015-01-12,17,374,75,1575,0,2005,49
2015-01-12 17:00,2015-01-12,18,374,75,1575,0,2005,179
2015-01-12 18:00,2015-01-12,19,374,75,1575,0,2005,182
2015-01-12 19:00,2015-01-12,20,374,75,1575,0,1982,181
2015-01-12 20:00,2015-01-12,21,374,75,1575,0,1960,168
2015-01-12 21:00,2015-01-12,22,374,75,1575,0,1983,146
2015-01-12 22:00,2015-01-12,23,374,75,1575,0,2005,130
2015-01-12 23:00,2015-01-12,24,374,75,1575,0,1909,99
2015-01-13 0:00,2015-01-13,1,374,75,1575,0,1888,150
2015-01-13 1:00,2015-01-13,2,374,75,1575,0,1888,133
2015-01-13 2:00,2015-01-13,3,374,75,1575,0,1909,109
2015-01-13 3:00,2015-01-13,4,374,75,1575,0,1909,102
2015-01-13 4:00,2015-01-13,5,374,75,1575,0,1909,86
2015-01-13 5:00,2015-01-13,6,374,75,1575,0,1909,54
2015-01-13 6:00,2015-01-13,7,374,75,1575,0,1909,39
2015-01-13 7:00,2015-01-13,8,374,75,1575,0,1909,33
2015-01-13 8:00,2015-01-13,9,374,75,1575,0,1909,22
2015-01-13 9:00,2015-01-13,10,374,75,1575,0,1909,14
2015-01-13 10:00,2015-01-13,11,374,75,1575,0,1909,9
2015-01-13 11:00,2015-01-13,12,374,0,1575,0,1909,6
2015-01-13 12:00,2015-01-13,13,374,0,1575,0,1909,1
2015-01-13 13:00,2015-01-13,14,374,0,1575,0,1909,1
2015-01-13 14:00,2015-01-13,15,374,0,1575,0,1909,1
2015-01-13 15:00,2015-01-13,16,374,0,1575,0,1909,2
2015-01-13 16:00,2015-01-13,17,374,0,1575,0,1909,2
2015-01-13 17:00,2015-01-13,18,374,0,1575,0,1909,2
2015-01-13 18:00,2015-01-13,19,374,0,1575,0,1909,4
2015-01-13 19:00,2015-01-13,20,374,0,1575,0,1909,8
2015-01-13 20:00,2015-01-13,21,374,0,1575,0,1909,11
2015-01-13 21:00,2015-01-13,22,374,0,1575,0,1909,15
2015-01-13 22:00,2015-01-13,23,374,0,1575,0,1843,17
2015-01-13 23:00,2015-01-13,24,374,0,1575,0,1821,25
2015-01-14 0:00,2015-01-14,1,374,0,1575,0,1629,22
2015-01-14 1:00,2015-01-14,2,374,0,1575,0,1651,20
2015-01-14 2:00,2015-01-14,3,374,0,1575,0,1630,17
2015-01-14 3:00,2015-01-14,4,374,0,1575,0,1630,13
2015-01-14 4:00,2015-01-14,5,374,0,1575,0,1651,20
2015-01-14 5:00,2015-01-14,6,374,0,1575,0,1651,28
2015-01-14 6:00,2015-01-14,7,374,0,1575,0,1651,27
2015-01-14 7:00,2015-01-14,8,374,0,1575,0,1586,32
2015-01-14 8:00,2015-01-14,9,374,0,1575,0,1586,30
2015-01-14 9:00,2015-01-14,10,374,0,1575,0,1586,21
2015-01-14 10:00,2015-01-14,11,374,0,1575,0,1586,14
2015-01-14 11:00,2015-01-14,12,374,0,1575,0,1586,12
2015-01-14 12:00,2015-01-14,13,374,0,1575,0,1586,15
2015-01-14 13:00,2015-01-14,14,374,0,1575,0,1651,40
2015-01-14 14:00,2015-01-14,15,374,0,1575,0,1651,31
2015-01-14 15:00,2015-01-14,16,374,0,1575,0,1651,19
2015-01-14 16:00,2015-01-14,17,374,0,1575,0,1651,15
2015-01-14 17:00,2015-01-14,18,374,0,1575,0,1651,13
2015-01-14 18:00,2015-01-14,19,374,0,1575,0,1651,10
2015-01-14 19:00,2015-01-14,20,374,0,1575,0,1651,8
2015-01-14 20:00,2015-01-14,21,374,0,1575,0,1651,9
2015-01-14 21:00,2015-01-14,22,374,0,1575,0,1628,11
2015-01-14 22:00,2015-01-14,23,374,0,1575,0,1628,14
2015-01-14 23:00,2015-01-14,24,374,0,1575,0,1651,17
2015-01-15 0:00,2015-01-15,1,374,0,1575,0,1651,7
2015-01-15 1:00,2015-01-15,2,374,0,1575,0,1587,4
2015-01-15 2:00,2015-01-15,3,374,0,1575,0,1587,4
2015-01-15 3:00,2015-01-15,4,374,0,1575,0,1651,6
2015-01-15 4:00,2015-01-15,5,374,0,1575,0,1651,11
2015-01-15 5:00,2015-01-15,6,374,0,1575,0,1651,15
2015-01-15 6:00,2015-01-15,7,374,0,1575,0,1651,15
2015-01-15 7:00,2015-01-15,8,374,0,1575,0,1651,19
2015-01-15 8:00,2015-01-15,9,374,0,1575,0,1628,53
2015-01-15 9:00,2015-01-15,10,374,0,1575,0,1493,113
2015-01-15 10:00,2015-01-15,11,374,0,1575,0,1495,138
2015-01-15 11:00,2015-01-15,12,374,0,1575,0,1473,156
2015-01-15 12:00,2015-01-15,13,374,0,1575,0,1494,135
2015-01-15 13:00,2015-01-15,14,374,0,1575,0,1494,130
2015-01-15 14:00,2015-01-15,15,374,0,1575,0,1494,146
2015-01-15 15:00,2015-01-15,16,374,0,1575,0,1516,152
2015-01-15 16:00,2015-01-15,17,374,0,1575,0,1516,171
2015-01-15 17:00,2015-01-15,18,374,0,1575,0,1651,179
2015-01-15 18:00,2015-01-15,19,374,0,1575,0,1651,186
2015-01-15 19:00,2015-01-15,20,374,0,1575,0,1651,194
2015-01-15 20:00,2015-01-15,21,374,0,1575,0,1629,198
2015-01-15 21:00,2015-01-15,22,374,0,1575,0,1629,205
2015-01-15 22:00,2015-01-15,23,374,0,1575,0,1629,217
2015-01-15 23:00,2015-01-15,24,374,0,1575,0,1629,210
2015-01-16 0:00,2015-01-16,1,374,0,1575,0,1651,205
2015-01-16 1:00,2015-01-16,2,374,0,1575,0,1651,202
2015-01-16 2:00,2015-01-16,3,374,0,1575,0,1651,195
2015-01-16 3:00,2015-01-16,4,374,0,1575,0,1651,192
2015-01-16 4:00,2015-01-16,5,374,0,1575,0,1651,189
2015-01-16 5:00,2015-01-16,6,374,0,1575,0,1651,191
2015-01-16 6:00,2015-01-16,7,374,0,1575,0,1909,179
2015-01-16 7:00,2015-01-16,8,374,0,1575,0,1909,170
2015-01-16 8:00,2015-01-16,9,374,0,1575,0,1909,143
2015-01-16 9:00,2015-01-16,10,374,0,1575,0,1909,154
2015-01-16 10:00,2015-01-16,11,374,0,1575,0,1909,108
2015-01-16 11:00,2015-01-16,12,374,0,1575,0,1909,111
2015-01-16 12:00,2015-01-16,13,374,0,1575,0,1909,92
2015-01-16 13:00,2015-01-16,14,374,0,1575,0,1909,72
2015-01-16 14:00,2015-01-16,15,374,0,1575,0,1909,62
2015-01-16 15:00,2015-01-16,16,374,0,1575,0,1909,48
2015-01-16 16:00,2015-01-16,17,374,0,1575,0,1888,39
2015-01-16 17:00,2015-01-16,18,374,0,1575,0,1909,46
2015-01-16 18:00,2015-01-16,19,374,0,1575,0,1909,41
2015-01-16 19:00,2015-01-16,20,374,0,1575,0,1909,35
2015-01-16 20:00,2015-01-16,21,374,0,1575,0,1909,41
2015-01-16 21:00,2015-01-16,22,374,0,1575,0,1909,42
2015-01-16 22:00,2015-01-16,23,374,0,1575,0,1909,38
2015-01-16 23:00,2015-01-16,24,234,0,1575,0,1909,41
2015-01-17 0:00,2015-01-17,1,234,0,1575,0,1651,39
2015-01-17 1:00,2015-01-17,2,234,0,1575,0,1651,39
2015-01-17 2:00,2015-01-17,3,234,0,1575,0,1651,53
2015-01-17 3:00,2015-01-17,4,234,0,1575,0,1651,72
2015-01-17 4:00,2015-01-17,5,234,0,1575,0,1651,60
2015-01-17 5:00,2015-01-17,6,234,0,1575,0,1651,54
2015-01-17 6:00,2015-01-17,7,234,0,1575,0,1909,50
2015-01-17 7:00,2015-01-17,8,234,0,1575,0,1909,44
2015-01-17 8:00,2015-01-17,9,234,0,1575,0,1909,63
2015-01-17 9:00,2015-01-17,10,234,0,1575,0,1909,59
2015-01-17 10:00,2015-01-17,11,234,0,1575,0,1909,56
2015-01-17 11:00,2015-01-17,12,234,0,1575,0,1909,64
2015-01-17 12:00,2015-01-17,13,234,75,1575,0,1909,62
2015-01-17 13:00,2015-01-17,14,234,75,1575,0,1909,57
2015-01-17 14:00,2015-01-17,15,234,75,1575,0,1909,67
2015-01-17 15:00,2015-01-17,16,234,75,1575,0,1909,77
2015-01-17 16:00,2015-01-17,17,374,75,1575,0,1909,56
2015-01-17 17:00,2015-01-17,18,374,75,1575,0,1909,60
2015-01-17 18:00,2015-01-17,19,374,75,1575,0,1909,67
2015-01-17 19:00,2015-01-17,20,374,75,1575,0,1909,88
2015-01-17 20:00,2015-01-17,21,374,75,1575,0,1909,159
2015-01-17 21:00,2015-01-17,22,374,75,1575,0,1909,201
2015-01-17 22:00,2015-01-17,23,374,75,1575,0,1909,188
2015-01-17 23:00,2015-01-17,24,374,75,1575,0,1909,172
2015-01-18 0:00,2015-01-18,1,374,75,1575,0,1909,178
2015-01-18 1:00,2015-01-18,2,374,75,1575,0,1909,175
