,Date,Hour,Bruce,East,Essa,Niagara,Northeast,Northwest,Ottawa,Southwest,Toronto,West
2015-01-01 00:00:00,2015-01-01,1,5759.0,3858.0,381.0,2763.0,2833.0,935.0,75.0,1640.0,8397.0,4095.0
2015-01-01 01:00:00,2015-01-01,2,5754.0,3887.0,381.0,2763.0,2846.0,938.0,75.0,1630.0,8397.0,4049.0
2015-01-01 02:00:00,2015-01-01,3,5739.0,3889.0,381.0,2763.0,2847.0,918.0,75.0,1624.0,8397.0,4041.0
2015-01-01 03:00:00,2015-01-01,4,5711.0,3890.0,381.0,2763.0,2861.0,913.0,75.0,1624.0,8397.0,4041.0
2015-01-01 04:00:00,2015-01-01,5,5718.0,3887.0,381.0,2763.0,2858.0,923.0,75.0,1597.0,8397.0,4038.0
2015-01-01 05:00:00,2015-01-01,6,5734.0,3892.0,381.0,2763.0,2839.0,935.0,75.0,1617.0,8397.0,4045.0
2015-01-01 06:00:00,2015-01-01,7,5755.0,3894.0,381.0,2763.0,2833.0,932.0,75.0,1633.0,8397.0,4047.0
2015-01-01 07:00:00,2015-01-01,8,5763.0,3890.0,381.0,2763.0,2830.0,928.0,75.0,1647.0,8397.0,4046.0
2015-01-01 08:00:00,2015-01-01,9,5751.0,3893.0,381.0,2763.0,2830.0,940.0,75.0,1658.0,8397.0,4040.0
2015-01-01 09:00:00,2015-01-01,10,5759.0,4154.0,381.0,2763.0,2851.0,953.0,75.0,1652.0,8397.0,4060.0
2015-01-01 10:00:00,2015-01-01,11,5810.0,4152.0,381.0,2763.0,2850.0,940.0,75.0,1650.0,8397.0,4121.0
2015-01-01 11:00:00,2015-01-01,12,5771.0,4150.0,381.0,2763.0,2837.0,946.0,75.0,1638.0,8397.0,4079.0
2015-01-01 12:00:00,2015-01-01,13,5802.0,4153.0,381.0,2763.0,2743.0,935.0,75.0,1624.0,8397.0,4119.0
2015-01-01 13:00:00,2015-01-01,14,5806.0,4153.0,381.0,2763.0,2675.0,933.0,75.0,1630.0,8397.0,4125.0
2015-01-01 14:00:00,2015-01-01,15,5776.0,4154.0,381.0,2763.0,2683.0,943.0,75.0,1641.0,8397.0,4106.0
2015-01-01 15:00:00,2015-01-01,16,5755.0,4154.0,381.0,2763.0,2766.0,942.0,75.0,1651.0,8397.0,4050.0
2015-01-01 16:00:00,2015-01-01,17,5762.0,4153.0,381.0,2763.0,2606.0,937.0,75.0,1651.0,8333.0,4075.0
2015-01-01 17:00:00,2015-01-01,18,5814.0,4157.0,381.0,2763.0,2719.0,913.0,75.0,1648.0,8333.0,4086.0
2015-01-01 18:00:00,2015-01-01,19,5810.0,4156.0,381.0,2763.0,2794.0,916.0,75.0,1661.0,8333.0,4077.0
2015-01-01 19:00:00,2015-01-01,20,5801.0,4154.0,381.0,2763.0,2644.0,926.0,75.0,1646.0,8333.0,4102.0
2015-01-01 20:00:00,2015-01-01,21,5796.0,4153.0,381.0,2763.0,2824.0,928.0,75.0,1652.0,8333.0,4116.0
2015-01-01 21:00:00,2015-01-01,22,5792.0,4152.0,381.0,2763.0,2900.0,926.0,75.0,1644.0,8333.0,4101.0
2015-01-01 22:00:00,2015-01-01,23,5782.0,4145.0,381.0,2763.0,2878.0,928.0,75.0,1626.0,8333.0,4077.0
2015-01-01 23:00:00,2015-01-01,24,5766.0,4130.0,381.0,2763.0,2760.0,934.0,75.0,1591.0,8333.0,3996.0
2015-01-02 00:00:00,2015-01-02,1,5722.0,3866.0,381.0,2763.0,2820.0,943.0,75.0,1532.0,8333.0,3813.0
2015-01-02 01:00:00,2015-01-02,2,5713.0,3862.0,381.0,2763.0,2781.0,936.0,75.0,1440.0,8333.0,3704.0
2015-01-02 02:00:00,2015-01-02,3,5702.0,3857.0,381.0,2763.0,2747.0,922.0,75.0,1387.0,8333.0,3732.0
2015-01-02 03:00:00,2015-01-02,4,5664.0,3797.0,381.0,2763.0,2738.0,909.0,75.0,1373.0,8333.0,3733.0
2015-01-02 04:00:00,2015-01-02,5,5688.0,3780.0,381.0,2763.0,2727.0,918.0,75.0,1303.0,8333.0,3606.0
2015-01-02 05:00:00,2015-01-02,6,5666.0,3767.0,381.0,2763.0,2717.0,926.0,75.0,1276.0,8333.0,3515.0
2015-01-02 06:00:00,2015-01-02,7,5688.0,3719.0,381.0,2763.0,2465.0,926.0,75.0,1277.0,8333.0,3468.0
2015-01-02 07:00:00,2015-01-02,8,5700.0,3809.0,381.0,2763.0,2626.0,925.0,75.0,1259.0,8333.0,3311.0
2015-01-02 08:00:00,2015-01-02,9,5687.0,3798.0,381.0,2763.0,2920.0,936.0,75.0,1201.0,8333.0,3205.0
2015-01-02 09:00:00,2015-01-02,10,5673.0,4040.0,381.0,2763.0,3072.0,927.0,75.0,1183.0,8333.0,3160.0
2015-01-02 10:00:00,2015-01-02,11,5668.0,4038.0,381.0,2763.0,2964.0,921.0,75.0,1217.0,8333.0,3153.0
2015-01-02 11:00:00,2015-01-02,12,5673.0,4035.0,381.0,2763.0,2911.0,909.0,75.0,1275.0,8333.0,3358.0
2015-01-02 12:00:00,2015-01-02,13,5701.0,4038.0,381.0,2763.0,2830.0,896.0,75.0,1285.0,8333.0,3527.0
2015-01-02 13:00:00,2015-01-02,14,5697.0,4059.0,381.0,2763.0,2580.0,893.0,75.0,1303.0,8333.0,3421.0
2015-01-02 14:00:00,2015-01-02,15,5667.0,4066.0,381.0,2763.0,2584.0,892.0,75.0,1169.0,8333.0,3220.0
2015-01-02 15:00:00,2015-01-02,16,5611.0,4058.0,381.0,2763.0,2952.0,890.0,75.0,1066.0,8333.0,3121.0
2015-01-02 16:00:00,2015-01-02,17,5581.0,4042.0,381.0,2763.0,3071.0,890.0,75.0,953.0,8333.0,3173.0
2015-01-02 17:00:00,2015-01-02,18,5561.0,4030.0,381.0,2763.0,3064.0,896.0,75.0,862.0,8333.0,3130.0
2015-01-02 18:00:00,2015-01-02,19,5544.0,4025.0,381.0,2763.0,3041.0,901.0,75.0,811.0,8333.0,3107.0
2015-01-02 19:00:00,2015-01-02,20,5538.0,4029.0,381.0,2763.0,3028.0,896.0,75.0,802.0,8333.0,3145.0
2015-01-02 20:00:00,2015-01-02,21,5543.0,4038.0,381.0,2763.0,3016.0,898.0,75.0,799.0,8333.0,3123.0
2015-01-02 21:00:00,2015-01-02,22,5547.0,4044.0,381.0,2763.0,3027.0,897.0,75.0,806.0,8333.0,3115.0
2015-01-02 22:00:00,2015-01-02,23,5547.0,4028.0,381.0,2763.0,3058.0,891.0,75.0,794.0,8333.0,3095.0
2015-01-02 23:00:00,2015-01-02,24,5545.0,3922.0,381.0,2763.0,3064.0,887.0,75.0,787.0,8333.0,3073.0
2015-01-03 00:00:00,2015-01-03,1,5592.0,3661.0,381.0,2763.0,3086.0,876.0,75.0,859.0,8333.0,2997.0
2015-01-03 01:00:00,2015-01-03,2,5640.0,3676.0,381.0,2763.0,3094.0,874.0,75.0,933.0,8333.0,3072.0
2015-01-03 02:00:00,2015-01-03,3,5659.0,3681.0,381.0,2763.0,2867.0,873.0,75.0,996.0,8333.0,3330.0
2015-01-03 03:00:00,2015-01-03,4,5666.0,3688.0,381.0,2763.0,2826.0,874.0,75.0,1134.0,8333.0,3562.0
2015-01-03 04:00:00,2015-01-03,5,5688.0,3708.0,381.0,2763.0,2469.0,874.0,75.0,1193.0,8333.0,3630.0
2015-01-03 05:00:00,2015-01-03,6,5688.0,3714.0,381.0,2763.0,2576.0,874.0,75.0,1211.0,8333.0,3573.0
2015-01-03 06:00:00,2015-01-03,7,5688.0,3705.0,381.0,2763.0,2580.0,876.0,75.0,1167.0,8397.0,3628.0
2015-01-03 07:00:00,2015-01-03,8,5641.0,3699.0,381.0,2763.0,2578.0,883.0,75.0,1116.0,8397.0,3512.0
2015-01-03 08:00:00,2015-01-03,9,5654.0,3698.0,381.0,2763.0,2851.0,886.0,75.0,1101.0,8397.0,2475.0
2015-01-03 09:00:00,2015-01-03,10,5628.0,3960.0,381.0,2763.0,3093.0,887.0,75.0,1161.0,8397.0,2534.0
2015-01-03 10:00:00,2015-01-03,11,5676.0,3968.0,381.0,2763.0,3104.0,886.0,75.0,1133.0,8397.0,2515.0
2015-01-03 11:00:00,2015-01-03,12,5713.0,3977.0,381.0,2763.0,3105.0,879.0,75.0,1249.0,8397.0,2185.0
2015-01-03 12:00:00,2015-01-03,13,5716.0,3978.0,381.0,2763.0,3058.0,884.0,75.0,1267.0,8397.0,2201.0
2015-01-03 13:00:00,2015-01-03,14,5708.0,3988.0,381.0,2763.0,3023.0,897.0,75.0,1212.0,8397.0,2489.0
2015-01-03 14:00:00,2015-01-03,15,5691.0,3976.0,381.0,2763.0,3000.0,910.0,75.0,1165.0,8397.0,2676.0
2015-01-03 15:00:00,2015-01-03,16,5659.0,4004.0,381.0,2763.0,3050.0,941.0,75.0,1123.0,8397.0,2739.0
2015-01-03 16:00:00,2015-01-03,17,5613.0,4026.0,381.0,2763.0,3036.0,951.0,75.0,1056.0,8392.0,2623.0
2015-01-03 17:00:00,2015-01-03,18,5603.0,4026.0,381.0,2763.0,3027.0,956.0,75.0,940.0,8397.0,2440.0
2015-01-03 18:00:00,2015-01-03,19,5571.0,3985.0,381.0,2476.0,3051.0,959.0,75.0,819.0,8397.0,2341.0
2015-01-03 19:00:00,2015-01-03,20,5566.0,3980.0,381.0,2476.0,3050.0,959.0,75.0,772.0,8397.0,3182.0
2015-01-03 20:00:00,2015-01-03,21,5564.0,3981.0,381.0,2476.0,3053.0,959.0,75.0,738.0,8397.0,3159.0
2015-01-03 21:00:00,2015-01-03,22,5563.0,4019.0,381.0,2476.0,3051.0,956.0,75.0,754.0,8397.0,3233.0
2015-01-03 22:00:00,2015-01-03,23,5558.0,4038.0,381.0,2476.0,3048.0,955.0,75.0,845.0,8397.0,3294.0
2015-01-03 23:00:00,2015-01-03,24,5563.0,4032.0,381.0,2476.0,3042.0,951.0,75.0,988.0,8397.0,3372.0
2015-01-04 00:00:00,2015-01-04,1,5539.0,3698.0,381.0,2763.0,3043.0,962.0,75.0,912.0,8397.0,3111.0
2015-01-04 01:00:00,2015-01-04,2,5530.0,3679.0,381.0,2763.0,3030.0,963.0,75.0,1044.0,8397.0,3110.0
2015-01-04 02:00:00,2015-01-04,3,5530.0,3674.0,381.0,2763.0,2812.0,963.0,75.0,994.0,8397.0,3097.0
2015-01-04 03:00:00,2015-01-04,4,5530.0,3670.0,381.0,2763.0,2798.0,963.0,75.0,892.0,8397.0,3115.0
2015-01-04 04:00:00,2015-01-04,5,5535.0,3674.0,381.0,2763.0,2798.0,960.0,75.0,862.0,8397.0,3133.0
2015-01-04 05:00:00,2015-01-04,6,5537.0,3693.0,381.0,2763.0,2798.0,965.0,75.0,842.0,8397.0,3126.0
2015-01-04 06:00:00,2015-01-04,7,5532.0,3683.0,381.0,2763.0,2975.0,959.0,75.0,814.0,8397.0,3094.0
2015-01-04 07:00:00,2015-01-04,8,5529.0,3931.0,381.0,2763.0,3024.0,955.0,75.0,777.0,8397.0,3079.0
2015-01-04 08:00:00,2015-01-04,9,5528.0,3929.0,381.0,2763.0,3025.0,955.0,75.0,794.0,8397.0,3180.0
2015-01-04 09:00:00,2015-01-04,10,5534.0,3930.0,381.0,2763.0,3030.0,942.0,75.0,915.0,8396.0,3515.0
2015-01-04 10:00:00,2015-01-04,11,5553.0,3930.0,381.0,2763.0,3055.0,943.0,75.0,1148.0,8386.0,4101.0
2015-01-04 11:00:00,2015-01-04,12,5634.0,3903.0,381.0,2763.0,3052.0,952.0,75.0,1372.0,8396.0,4195.0
2015-01-04 12:00:00,2015-01-04,13,5669.0,3937.0,381.0,2763.0,3066.0,947.0,75.0,1496.0,8396.0,4169.0
2015-01-04 13:00:00,2015-01-04,14,5662.0,4109.0,381.0,2763.0,3092.0,938.0,75.0,1588.0,8396.0,4156.0
2015-01-04 14:00:00,2015-01-04,15,5638.0,4115.0,381.0,2763.0,2887.0,948.0,75.0,1511.0,8396.0,3936.0
2015-01-04 15:00:00,2015-01-04,16,5639.0,4119.0,381.0,2763.0,2902.0,951.0,75.0,1486.0,8396.0,3982.0
2015-01-04 16:00:00,2015-01-04,17,5634.0,4125.0,381.0,2763.0,3053.0,947.0,75.0,1464.0,8396.0,4006.0
2015-01-04 17:00:00,2015-01-04,18,5730.0,4133.0,381.0,2763.0,3128.0,948.0,75.0,1470.0,8396.0,4017.0
2015-01-04 18:00:00,2015-01-04,19,5819.0,4135.0,381.0,2763.0,3132.0,953.0,75.0,1476.0,8396.0,4182.0
2015-01-04 19:00:00,2015-01-04,20,5820.0,4134.0,381.0,2763.0,3090.0,959.0,75.0,1495.0,8396.0,4204.0
2015-01-04 20:00:00,2015-01-04,21,5821.0,4109.0,381.0,2763.0,2883.0,959.0,75.0,1593.0,8396.0,4216.0
2015-01-04 21:00:00,2015-01-04,22,5820.0,4111.0,381.0,2763.0,3060.0,961.0,75.0,1645.0,7886.0,4208.0
2015-01-04 22:00:00,2015-01-04,23,5820.0,4128.0,381.0,2763.0,2883.0,961.0,75.0,1647.0,7886.0,4210.0
2015-01-04 23:00:00,2015-01-04,24,5820.0,4119.0,381.0,2763.0,2791.0,960.0,75.0,1651.0,7886.0,4210.0
2015-01-05 00:00:00,2015-01-05,1,5787.0,4074.0,381.0,2763.0,2772.0,963.0,75.0,1652.0,7886.0,4161.0
2015-01-05 01:00:00,2015-01-05,2,5780.0,4057.0,381.0,2763.0,2754.0,961.0,75.0,1645.0,7886.0,4053.0
2015-01-05 02:00:00,2015-01-05,3,5802.0,4120.0,381.0,2763.0,2766.0,961.0,75.0,1640.0,7886.0,3998.0
2015-01-05 03:00:00,2015-01-05,4,5764.0,4126.0,381.0,2763.0,2774.0,955.0,75.0,1648.0,7886.0,4082.0
2015-01-05 04:00:00,2015-01-05,5,5785.0,4062.0,381.0,2763.0,2763.0,953.0,75.0,1633.0,7886.0,4119.0
2015-01-05 05:00:00,2015-01-05,6,5819.0,4063.0,381.0,2763.0,2729.0,949.0,75.0,1638.0,7886.0,4139.0
2015-01-05 06:00:00,2015-01-05,7,6625.0,4062.0,381.0,2743.0,2768.0,936.0,75.0,1634.0,7886.0,4184.0
2015-01-05 07:00:00,2015-01-05,8,6644.0,4148.0,381.0,2743.0,3002.0,932.0,75.0,1641.0,7886.0,4204.0
2015-01-05 08:00:00,2015-01-05,9,6642.0,4142.0,381.0,2743.0,3014.0,944.0,75.0,1648.0,7886.0,4182.0
2015-01-05 09:00:00,2015-01-05,10,6641.0,4133.0,381.0,2743.0,3039.0,951.0,75.0,1601.0,7886.0,4146.0
2015-01-05 10:00:00,2015-01-05,11,6634.0,4133.0,381.0,2639.0,3078.0,947.0,75.0,1572.0,7886.0,4067.0
2015-01-05 11:00:00,2015-01-05,12,6631.0,4121.0,381.0,2763.0,3128.0,945.0,75.0,1570.0,7886.0,3510.0
2015-01-05 12:00:00,2015-01-05,13,6631.0,4138.0,381.0,2763.0,3145.0,936.0,75.0,1607.0,7886.0,3605.0
2015-01-05 13:00:00,2015-01-05,14,6631.0,4143.0,381.0,2763.0,3140.0,925.0,75.0,1615.0,7886.0,3888.0
2015-01-05 14:00:00,2015-01-05,15,6620.0,4113.0,381.0,2763.0,3005.0,902.0,75.0,1572.0,7886.0,3718.0
2015-01-05 15:00:00,2015-01-05,16,6609.0,4080.0,381.0,2763.0,2935.0,889.0,75.0,1566.0,7886.0,3786.0
2015-01-05 16:00:00,2015-01-05,17,6598.0,3997.0,381.0,2763.0,3124.0,892.0,75.0,1593.0,7886.0,3738.0
2015-01-05 17:00:00,2015-01-05,18,6593.0,3978.0,381.0,2763.0,3107.0,917.0,75.0,1535.0,7792.0,3484.0
2015-01-05 18:00:00,2015-01-05,19,6540.0,3946.0,381.0,2763.0,3091.0,948.0,75.0,1359.0,7758.0,3484.0
2015-01-05 19:00:00,2015-01-05,20,6503.0,3920.0,381.0,2763.0,3089.0,957.0,75.0,1268.0,7758.0,3389.0
2015-01-05 20:00:00,2015-01-05,21,6504.0,3921.0,381.0,2763.0,3084.0,957.0,75.0,1276.0,7763.0,3467.0
2015-01-05 21:00:00,2015-01-05,22,6509.0,3930.0,381.0,2763.0,3078.0,952.0,75.0,1271.0,7763.0,3469.0
2015-01-05 22:00:00,2015-01-05,23,6518.0,3942.0,381.0,2763.0,3066.0,943.0,75.0,1256.0,7763.0,3451.0
2015-01-05 23:00:00,2015-01-05,24,6521.0,3955.0,381.0,2763.0,2837.0,931.0,75.0,1184.0,7763.0,3335.0
2015-01-06 00:00:00,2015-01-06,1,6462.0,3951.0,381.0,2763.0,2808.0,947.0,75.0,1179.0,7763.0,3172.0
2015-01-06 01:00:00,2015-01-06,2,6478.0,3928.0,381.0,2763.0,2802.0,941.0,75.0,1166.0,7763.0,3404.0
2015-01-06 02:00:00,2015-01-06,3,6471.0,3897.0,381.0,2763.0,2806.0,932.0,75.0,1146.0,7763.0,3191.0
2015-01-06 03:00:00,2015-01-06,4,6443.0,3888.0,381.0,2763.0,2819.0,920.0,75.0,1030.0,7763.0,2992.0
2015-01-06 04:00:00,2015-01-06,5,6440.0,3863.0,381.0,2763.0,2818.0,918.0,75.0,934.0,7174.0,3010.0
2015-01-06 05:00:00,2015-01-06,6,6416.0,3591.0,381.0,2763.0,2815.0,915.0,75.0,948.0,7174.0,2993.0
2015-01-06 06:00:00,2015-01-06,7,6410.0,3583.0,381.0,2763.0,3038.0,917.0,75.0,917.0,7174.0,2984.0
2015-01-06 07:00:00,2015-01-06,8,6426.0,3514.0,381.0,2763.0,2982.0,879.0,75.0,896.0,7124.0,3000.0
2015-01-06 08:00:00,2015-01-06,9,5842.0,3514.0,381.0,2763.0,2970.0,875.0,75.0,927.0,7124.0,3066.0
2015-01-06 09:00:00,2015-01-06,10,5858.0,3527.0,381.0,2455.0,2971.0,885.0,75.0,982.0,7186.0,3052.0
2015-01-06 10:00:00,2015-01-06,11,5874.0,3523.0,381.0,2455.0,2976.0,888.0,75.0,1047.0,7186.0,3101.0
2015-01-06 11:00:00,2015-01-06,12,5903.0,3533.0,381.0,2455.0,2965.0,874.0,75.0,1109.0,7186.0,3142.0
2015-01-06 12:00:00,2015-01-06,13,5929.0,3561.0,381.0,2455.0,2980.0,917.0,75.0,1167.0,7825.0,3296.0
2015-01-06 13:00:00,2015-01-06,14,5946.0,3571.0,381.0,2455.0,3000.0,926.0,75.0,1253.0,7825.0,3390.0
2015-01-06 14:00:00,2015-01-06,15,5959.0,3585.0,381.0,2455.0,3019.0,928.0,75.0,1350.0,7825.0,3529.0
2015-01-06 15:00:00,2015-01-06,16,6612.0,3683.0,381.0,2455.0,3005.0,940.0,75.0,1433.0,7824.0,3572.0
2015-01-06 16:00:00,2015-01-06,17,6624.0,3758.0,381.0,2763.0,3053.0,950.0,75.0,1367.0,7824.0,3691.0
2015-01-06 17:00:00,2015-01-06,18,6626.0,3718.0,381.0,2763.0,3042.0,954.0,75.0,1396.0,7824.0,3922.0
2015-01-06 18:00:00,2015-01-06,19,6633.0,3692.0,381.0,2763.0,3026.0,962.0,75.0,1464.0,7824.0,3881.0
2015-01-06 19:00:00,2015-01-06,20,6647.0,3753.0,381.0,2763.0,3052.0,972.0,75.0,1485.0,7824.0,4014.0
2015-01-06 20:00:00,2015-01-06,21,6646.0,3789.0,381.0,2763.0,3055.0,967.0,75.0,1555.0,7824.0,4130.0
2015-01-06 21:00:00,2015-01-06,22,6639.0,3770.0,381.0,2763.0,3058.0,959.0,75.0,1564.0,7824.0,4121.0
2015-01-06 22:00:00,2015-01-06,23,6635.0,3773.0,381.0,2763.0,2847.0,959.0,75.0,1578.0,7824.0,4103.0
2015-01-06 23:00:00,2015-01-06,24,6645.0,3766.0,381.0,2763.0,2765.0,957.0,75.0,1639.0,7824.0,4034.0
2015-01-07 00:00:00,2015-01-07,1,6646.0,3668.0,381.0,2659.0,2770.0,964.0,75.0,1593.0,7838.0,4112.0
2015-01-07 01:00:00,2015-01-07,2,6599.0,3710.0,381.0,2659.0,2769.0,962.0,0.0,1562.0,7838.0,4099.0
2015-01-07 02:00:00,2015-01-07,3,6547.0,3697.0,381.0,2659.0,2790.0,963.0,0.0,1505.0,7838.0,4011.0
2015-01-07 03:00:00,2015-01-07,4,6623.0,3704.0,381.0,2659.0,2804.0,963.0,0.0,1509.0,7838.0,3908.0
2015-01-07 04:00:00,2015-01-07,5,6616.0,3720.0,381.0,2659.0,2816.0,965.0,0.0,1577.0,7838.0,3981.0
2015-01-07 05:00:00,2015-01-07,6,6538.0,3730.0,381.0,2659.0,2814.0,961.0,75.0,1538.0,7838.0,3923.0
2015-01-07 06:00:00,2015-01-07,7,6580.0,3824.0,381.0,2659.0,2853.0,956.0,75.0,1562.0,7838.0,4012.0
2015-01-07 07:00:00,2015-01-07,8,6610.0,3735.0,381.0,2659.0,3075.0,962.0,75.0,1483.0,7838.0,4013.0
2015-01-07 08:00:00,2015-01-07,9,6621.0,3730.0,381.0,2659.0,3058.0,968.0,75.0,1485.0,7816.0,4017.0
2015-01-07 09:00:00,2015-01-07,10,6637.0,3745.0,381.0,2659.0,3051.0,972.0,75.0,1457.0,7838.0,4028.0
2015-01-07 10:00:00,2015-01-07,11,6633.0,3672.0,381.0,2659.0,3049.0,970.0,75.0,1522.0,7838.0,4061.0
2015-01-07 11:00:00,2015-01-07,12,6626.0,3589.0,381.0,2659.0,3035.0,968.0,75.0,1470.0,7838.0,4062.0
2015-01-07 12:00:00,2015-01-07,13,6621.0,3579.0,381.0,2659.0,3024.0,958.0,75.0,1524.0,7838.0,4076.0
2015-01-07 13:00:00,2015-01-07,14,6630.0,3580.0,381.0,2659.0,3024.0,956.0,75.0,1582.0,7838.0,4079.0
2015-01-07 14:00:00,2015-01-07,15,6552.0,3659.0,381.0,2659.0,3064.0,962.0,75.0,1584.0,7838.0,4070.0
2015-01-07 15:00:00,2015-01-07,16,6561.0,3717.0,326.0,2763.0,3096.0,958.0,75.0,1586.0,7838.0,4073.0
2015-01-07 16:00:00,2015-01-07,17,6579.0,3726.0,326.0,2763.0,3051.0,962.0,75.0,1530.0,7838.0,3988.0
2015-01-07 17:00:00,2015-01-07,18,6583.0,3719.0,326.0,2763.0,3103.0,967.0,75.0,1313.0,7838.0,3760.0
2015-01-07 18:00:00,2015-01-07,19,6570.0,3722.0,326.0,2763.0,3151.0,969.0,75.0,1234.0,7838.0,3654.0
2015-01-07 19:00:00,2015-01-07,20,6570.0,3697.0,381.0,2763.0,3154.0,943.0,75.0,1236.0,7838.0,3501.0
2015-01-07 20:00:00,2015-01-07,21,6553.0,3669.0,381.0,2476.0,3143.0,948.0,75.0,1234.0,7833.0,3594.0
2015-01-07 21:00:00,2015-01-07,22,6564.0,3679.0,381.0,2476.0,3148.0,941.0,31.0,1278.0,7833.0,3674.0
2015-01-07 22:00:00,2015-01-07,23,6627.0,3634.0,381.0,2476.0,2948.0,939.0,31.0,1283.0,7833.0,3650.0
2015-01-07 23:00:00,2015-01-07,24,6630.0,3621.0,381.0,2476.0,2852.0,936.0,31.0,1360.0,7833.0,3834.0
2015-01-08 00:00:00,2015-01-08,1,6633.0,3506.0,381.0,2476.0,2828.0,956.0,31.0,1541.0,7833.0,3725.0
2015-01-08 01:00:00,2015-01-08,2,6623.0,3512.0,381.0,2476.0,2833.0,931.0,57.0,1559.0,7833.0,3856.0
2015-01-08 02:00:00,2015-01-08,3,6630.0,3509.0,381.0,2476.0,2829.0,934.0,57.0,1570.0,7833.0,4054.0
2015-01-08 03:00:00,2015-01-08,4,6632.0,3507.0,381.0,2476.0,2836.0,934.0,57.0,1576.0,7834.0,4070.0
2015-01-08 04:00:00,2015-01-08,5,6631.0,3502.0,381.0,2763.0,2822.0,927.0,57.0,1592.0,7834.0,4055.0
2015-01-08 05:00:00,2015-01-08,6,6638.0,3503.0,381.0,2763.0,2792.0,936.0,57.0,1592.0,7834.0,4091.0
2015-01-08 06:00:00,2015-01-08,7,6639.0,3280.0,381.0,2763.0,2841.0,954.0,57.0,1585.0,7793.0,4126.0
2015-01-08 07:00:00,2015-01-08,8,6637.0,3428.0,381.0,2763.0,3040.0,958.0,57.0,1554.0,7793.0,4140.0
2015-01-08 08:00:00,2015-01-08,9,6645.0,3445.0,381.0,2763.0,3060.0,980.0,57.0,1448.0,7813.0,4139.0
2015-01-08 09:00:00,2015-01-08,10,6643.0,3435.0,381.0,2763.0,3060.0,972.0,57.0,1498.0,7813.0,4141.0
2015-01-08 10:00:00,2015-01-08,11,6646.0,3447.0,381.0,2763.0,2832.0,954.0,75.0,1620.0,7839.0,4143.0
2015-01-08 11:00:00,2015-01-08,12,6645.0,3452.0,381.0,2763.0,2803.0,928.0,75.0,1637.0,7839.0,4144.0
2015-01-08 12:00:00,2015-01-08,13,6643.0,3450.0,381.0,2763.0,2814.0,916.0,75.0,1656.0,7839.0,4137.0
2015-01-08 13:00:00,2015-01-08,14,6644.0,3448.0,381.0,2763.0,2852.0,913.0,75.0,1655.0,7839.0,4148.0
2015-01-08 14:00:00,2015-01-08,15,6650.0,3451.0,381.0,2763.0,2862.0,910.0,75.0,1657.0,7507.0,4148.0
2015-01-08 15:00:00,2015-01-08,16,6645.0,3440.0,381.0,2763.0,2971.0,910.0,75.0,1660.0,7839.0,4153.0
2015-01-08 16:00:00,2015-01-08,17,6648.0,3500.0,381.0,2763.0,3014.0,919.0,75.0,1643.0,7839.0,4156.0
2015-01-08 17:00:00,2015-01-08,18,6650.0,3494.0,381.0,2763.0,3019.0,939.0,75.0,1647.0,7839.0,4209.0
2015-01-08 18:00:00,2015-01-08,19,6648.0,3485.0,381.0,2763.0,3046.0,965.0,75.0,1669.0,7839.0,4211.0
2015-01-08 19:00:00,2015-01-08,20,6648.0,3491.0,381.0,2763.0,3039.0,982.0,75.0,1648.0,7839.0,4213.0
2015-01-08 20:00:00,2015-01-08,21,6645.0,3502.0,381.0,2763.0,3032.0,971.0,75.0,1620.0,7839.0,4212.0
2015-01-08 21:00:00,2015-01-08,22,6641.0,3503.0,381.0,2763.0,3030.0,956.0,75.0,1653.0,7839.0,4210.0
2015-01-08 22:00:00,2015-01-08,23,6640.0,3481.0,381.0,2763.0,2823.0,952.0,75.0,1601.0,7839.0,4194.0
2015-01-08 23:00:00,2015-01-08,24,6648.0,3536.0,381.0,2763.0,2767.0,945.0,75.0,1581.0,7839.0,4163.0
2015-01-09 00:00:00,2015-01-09,1,6642.0,3391.0,381.0,2763.0,2779.0,957.0,75.0,1574.0,7839.0,4199.0
2015-01-09 01:00:00,2015-01-09,2,6639.0,3388.0,381.0,2763.0,2706.0,918.0,75.0,1547.0,7839.0,4195.0
2015-01-09 02:00:00,2015-01-09,3,6642.0,3409.0,381.0,2763.0,2697.0,908.0,75.0,1504.0,7839.0,4193.0
2015-01-09 03:00:00,2015-01-09,4,6642.0,3405.0,381.0,2763.0,2774.0,903.0,75.0,1496.0,7839.0,4193.0
2015-01-09 04:00:00,2015-01-09,5,6643.0,3400.0,381.0,2763.0,2827.0,908.0,75.0,1469.0,7839.0,4186.0
2015-01-09 05:00:00,2015-01-09,6,6632.0,3403.0,381.0,2763.0,2806.0,914.0,75.0,1532.0,7849.0,4176.0
2015-01-09 06:00:00,2015-01-09,7,6624.0,3570.0,381.0,2763.0,2777.0,905.0,75.0,1551.0,7849.0,4171.0
2015-01-09 07:00:00,2015-01-09,8,6628.0,3781.0,381.0,2763.0,2815.0,911.0,75.0,1508.0,7849.0,4171.0
2015-01-09 08:00:00,2015-01-09,9,6602.0,3829.0,381.0,2763.0,3016.0,912.0,75.0,1517.0,7849.0,4187.0
2015-01-09 09:00:00,2015-01-09,10,6616.0,3834.0,381.0,2763.0,3008.0,906.0,75.0,1525.0,7849.0,4174.0
